location_id,location_name,parameter,value,unit,datetimeutc,datetimelocal,latitude,longitude
6112507,aq_g520,pm25,41.42810000000012,µg/m³,2025-12-03 13:00:00+00:00,2025-12-03 16:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,54.15567836437396,µg/m³,2025-12-03 13:00:00+00:00,2025-12-03 16:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,26.219000000000012,µg/m³,2025-12-03 14:00:00+00:00,2025-12-03 17:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,38.532594422648536,µg/m³,2025-12-03 14:00:00+00:00,2025-12-03 17:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,50.74866870317312,µg/m³,2025-12-03 15:00:00+00:00,2025-12-03 18:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,39.1275,µg/m³,2025-12-03 15:00:00+00:00,2025-12-03 18:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,47.75729999999993,µg/m³,2025-12-03 16:00:00+00:00,2025-12-03 19:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,54.89868456273978,µg/m³,2025-12-03 16:00:00+00:00,2025-12-03 19:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,65.40329999999977,µg/m³,2025-12-03 20:00:00+00:00,2025-12-03 23:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,82.44224582328113,µg/m³,2025-12-03 20:00:00+00:00,2025-12-03 23:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,62.43609999999979,µg/m³,2025-12-03 21:00:00+00:00,2025-12-04 00:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,78.12610732361037,µg/m³,2025-12-03 21:00:00+00:00,2025-12-04 00:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,61.32517690440913,µg/m³,2025-12-03 23:00:00+00:00,2025-12-04 02:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,45.768400000000014,µg/m³,2025-12-03 23:00:00+00:00,2025-12-04 02:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,48.593100000000206,µg/m³,2025-12-04 05:00:00+00:00,2025-12-04 08:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,62.16275195141605,µg/m³,2025-12-04 05:00:00+00:00,2025-12-04 08:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,21.890399999999925,µg/m³,2025-12-04 07:00:00+00:00,2025-12-04 10:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,32.312701757375706,µg/m³,2025-12-04 07:00:00+00:00,2025-12-04 10:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,18.67339999999998,µg/m³,2025-12-04 08:00:00+00:00,2025-12-04 11:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,29.063871348666652,µg/m³,2025-12-04 08:00:00+00:00,2025-12-04 11:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,15.052600000000044,µg/m³,2025-12-04 09:00:00+00:00,2025-12-04 12:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,20.098866605718005,µg/m³,2025-12-04 09:00:00+00:00,2025-12-04 12:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,22.07409999999996,µg/m³,2025-12-04 10:00:00+00:00,2025-12-04 13:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,36.53368843298959,µg/m³,2025-12-04 10:00:00+00:00,2025-12-04 13:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,15.104000000000042,µg/m³,2025-12-04 11:00:00+00:00,2025-12-04 14:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,23.37093378695677,µg/m³,2025-12-04 11:00:00+00:00,2025-12-04 14:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,15.42180000000004,µg/m³,2025-12-04 12:00:00+00:00,2025-12-04 15:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,20.930745825921804,µg/m³,2025-12-04 12:00:00+00:00,2025-12-04 15:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,50.24165443345529,µg/m³,2025-12-04 15:00:00+00:00,2025-12-04 18:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,37.697800000000015,µg/m³,2025-12-04 15:00:00+00:00,2025-12-04 18:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,65.65709999999996,µg/m³,2025-12-04 17:00:00+00:00,2025-12-04 20:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,75.55029595069428,µg/m³,2025-12-04 17:00:00+00:00,2025-12-04 20:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,86.9533,µg/m³,2025-12-04 19:00:00+00:00,2025-12-04 22:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,126.06847274385576,µg/m³,2025-12-04 19:00:00+00:00,2025-12-04 22:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,115.1195000000008,µg/m³,2025-12-04 21:00:00+00:00,2025-12-05 00:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,142.2569021461172,µg/m³,2025-12-04 21:00:00+00:00,2025-12-05 00:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,57.86530000000007,µg/m³,2025-12-04 23:00:00+00:00,2025-12-05 02:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,72.31268604,µg/m³,2025-12-04 23:00:00+00:00,2025-12-05 02:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm10,48.09792740507624,µg/m³,2025-12-05 00:00:00+00:00,2025-12-05 03:00:00+03:00,0.30991,32.60045
6112507,aq_g520,pm25,40.48749999999996,µg/m³,2025-12-05 00:00:00+00:00,2025-12-05 03:00:00+03:00,0.30991,32.60045
